x,y,class
0.003656747251398529,0.6368083656312384,0
0.6317690899021913,0.9390017638112974,0
0.4382831486548371,0.4002315609681819,0
0.45803419889805386,0.027136288777991457,0
0.023590004481775284,0.03727940871830793,0
0.39466616325472526,0.683005170859906,0
0.9447487892206737,0.3023574488311589,0
0.6212197357264949,0.28364548808018697,0
0.7547183878088899,0.33586318948852445,0
0.8681974907158141,0.2887390874827863,0
0.4364252479346791,0.3654255803559302,0
0.13864724074241552,0.6266991651870734,0
0.03342775591110303,0.9737999083112858,0
0.5204202124603364,0.7922480047410594,0
0.12111641601668943,0.18011947284252106,0
0.03517951343361103,0.99984830795208,0
0.5356050163891968,0.6153707043209983,0
0.269147119084409,0.8926398110737778,0
0.8083681163818685,0.1350275359475025,0
0.39138992297432873,0.1056080121485986,0
0.1769834623428168,0.3395998335914713,0
0.3536648949912665,0.38232299686364735,0
0.7586634696502753,0.2777223579346252,0
0.4129757786187832,0.5235188060458363,0
0.25397278075246943,0.07242841118498022,0
0.9788998659980536,0.8122329991634041,0
0.5672869962353115,0.8194189083073463,0
0.9259102496111755,0.5774662646575385,0
0.7605426890687447,0.6289971704562028,0
0.3935510842252381,0.9523810761201938,0
0.5578871693696734,0.8679082291618349,0
0.4606713379584332,0.6841603224890246,0
0.36189076510839135,0.406959472700247,0
0.936538709314843,0.3126596839467609,0
0.9745380246830555,0.007968389935470999,0
0.2721919648337834,0.3063480195763151,0
0.7102512951290841,0.8058399958520553,0
0.4597654059822801,0.8196832320645577,0
0.2479035414754982,0.608475131728935,0
0.35193877742790336,0.7135957373991616,0
0.44967533666637927,0.5550033985061729,0
0.2621628875259311,0.7536133282862034,0
0.3398896717044403,0.1591598482136256,0
0.7570754213509473,0.7384050373508293,0
0.9591787393624511,0.72297011584956,0
0.5729687700910765,0.7706049532145407,0
0.2145347442160559,0.6938611479753001,0
0.07530495168109552,0.5534047463633814,0
0.4675791594707984,0.7118222100579931,0
0.5460375196429587,0.16673386583303296,0
0.45785690695169035,0.4544388822409311,0
0.9022312306205501,0.8375648830140423,0
0.21551019594606435,0.5803979724416594,0
0.31023187994872437,0.6410672645142242,0
0.5444229323335497,0.563460466710804,0
0.27473277047819433,0.6681354744748785,0
0.029961732218613757,0.11802318222909458,0
0.804906824158204,0.6568124557818055,0
0.2646371380207613,0.897576481415862,0
0.7513349277330753,0.8688660908313431,0
0.027797065297115342,0.49327428294615594,0
0.20947907526925513,0.37910766676121355,0
0.7183038657763499,0.7832817976938727,0
0.8241877499637916,0.30316311652416694,0
0.4300526481432664,0.8340694946813181,0
0.6677319577822001,0.8751315533373416,0
0.4116017995489326,0.021208780465674204,0
0.9108449808297217,0.2774911933230747,0
0.48066045017974013,0.24540036418820688,0
0.34925827615853766,0.23544341692118587,0
0.3603584578651349,0.3421576051175954,0
0.9311313189087708,0.9762461573500874,0
0.5078698328946295,0.14301474950041393,0
0.2963030856114741,0.4325622764118937,0
0.9074301182312937,0.08907072232879965,0
0.49617261560205994,0.31619528072526104,0
0.3117942135610272,0.23833923598522744,0
0.4840896283298095,0.6409726074524988,0
0.5988444312455904,0.08268565706707431,0
0.1882951238918521,0.47483786193619415,0
0.2243853193159604,0.1492297098493195,0
0.502359597262303,0.09067272094901913,0
0.6562205049116244,0.314424055345241,0
0.794652938829369,0.1223210047965072,0
0.8691786662748227,0.6388278808508969,0
0.9313687963691104,0.8761983169123557,0
0.4797961768433151,0.14410507197237898,0
0.6385045983142026,0.31397716036189083,0
0.965740274467188,0.31407148101810134,0
0.5834607209370499,0.08506958582347668,0
0.21582973078051737,0.23852920253770726,0
0.47640663293802576,0.7393999589511054,0
0.9011339665801058,0.38388963578181434,0
0.704269998276907,0.17351547450066274,0
